Date,asset1,holdings1,cash1,total asset1,return1,positions1,asset2,holdings2,cash2,total asset2,return2,positions2,z,total asset,z upper limit,z lower limit
2014-03-20,4.642499923706055,0.0,20000.0,20000.0,,0.0,4.050000190734863,0.0,20000.0,20000.0,,0.0,-0.24714637419108865,40000.0,0.17586847232852576,-0.670161220710703
2014-03-21,4.635000228881836,0.0,20000.0,20000.0,0.0,0.0,4.039999961853027,0.0,20000.0,20000.0,0.0,0.0,-0.25995029204002035,40000.0,0.17586847232852576,-0.670161220710703
2014-03-24,4.612500190734863,0.0,20000.0,20000.0,0.0,0.0,4.050000190734863,0.0,20000.0,20000.0,0.0,0.0,-0.20379917441675444,40000.0,0.17586847232852576,-0.670161220710703
2014-03-25,4.612500190734863,0.0,20000.0,20000.0,0.0,0.0,4.050000190734863,0.0,20000.0,20000.0,0.0,0.0,-0.20379917441675444,40000.0,0.17586847232852576,-0.670161220710703
2014-03-26,4.507500171661377,0.0,20000.0,20000.0,0.0,0.0,4.050000190734863,0.0,20000.0,20000.0,0.0,0.0,0.04281423104256716,40000.0,0.45594600925079265,-0.37031754716565835
2014-03-27,4.447500228881836,0.0,20000.0,20000.0,0.0,0.0,3.9100000858306885,0.0,20000.0,20000.0,0.0,0.0,-0.21757528718768687,40000.0,0.45594600925079265,-0.37031754716565835
2014-03-28,4.474999904632568,0.0,20000.0,20000.0,0.0,0.0,3.880000114440918,0.0,20000.0,20000.0,0.0,0.0,-0.3261634773559732,40000.0,0.45594600925079265,-0.37031754716565835
2014-03-31,4.477499961853027,0.0,20000.0,20000.0,0.0,0.0,4.010000228881836,0.0,20000.0,20000.0,0.0,0.0,-0.014763941727272011,40000.0,0.45594600925079265,-0.37031754716565835
2014-04-01,4.662499904632568,0.0,20000.0,20000.0,0.0,0.0,4.070000171661377,0.0,20000.0,20000.0,0.0,0.0,-0.1115295769767736,40000.0,0.45594600925079265,-0.37031754716565835
2014-04-02,4.632500171661377,0.0,20000.0,20000.0,0.0,0.0,4.059999942779541,0.0,20000.0,20000.0,0.0,0.0,-0.09649296467502641,40000.0,0.45594600925079265,-0.37031754716565835
2014-04-03,4.682499885559082,0.0,20000.0,20000.0,0.0,0.0,4.0,0.0,20000.0,20000.0,0.0,0.0,-0.30712934117023005,40000.0,0.45594600925079265,-0.37031754716565835
2014-04-04,4.537499904632568,0.0,20000.0,20000.0,0.0,0.0,4.010000228881836,0.0,20000.0,20000.0,0.0,0.0,-0.09324960156093644,40000.0,0.45594600925079265,-0.37031754716565835
2014-04-07,4.552499771118164,-17226.659133911133,37226.65913391113,20000.0,0.0,-1.0,3.880000114440918,16649.08049106598,3350.919508934021,20000.0,0.0,1.0,-0.4275407100058846,40000.0,0.45594600925079265,-0.37031754716565835
2014-04-08,4.715000152587891,-17841.560577392578,37226.65913391113,19385.098556518555,-0.030745072174072297,0.0,3.990000009536743,17121.090040922165,3350.919508934021,20472.009549856186,0.023600477492809357,0.0,-0.37384812539656603,39857.10810637474,0.45594600925079265,-0.37031754716565835
2014-04-09,4.710000038146973,-17822.640144348145,37226.65913391113,19404.01898956299,0.000976029757562058,0.0,3.9800000190734863,17078.18008184433,3350.919508934021,20429.09959077835,-0.0020960306301799347,0.0,-0.39151282644685775,39833.11858034134,0.45594600925079265,-0.37031754716565835
2014-04-10,4.59499979019165,-17387.479206085205,37226.65913391113,19839.179927825928,0.022426330261632987,0.0,3.8499999046325684,16520.34959077835,3350.919508934021,19871.269099712372,-0.027305681710895535,0.0,-0.5557513600445785,39710.4490275383,0.45594600925079265,-0.37031754716565835
2014-04-11,4.53000020980835,-17141.520793914795,37226.65913391113,20085.138339996338,0.012397609833934453,0.0,3.6500000953674316,15662.15040922165,3350.919508934021,19013.06991815567,-0.043187940199004404,0.0,-0.9548322691743428,39098.20825815201,0.45594600925079265,-0.37031754716565835
2014-04-14,4.579999923706055,-17330.71971130371,37226.65913391113,19895.939422607422,-0.009419846365317563,0.0,3.7100000381469727,15919.61016368866,3350.919508934021,19270.52967262268,0.013541198532129872,0.0,-0.8750047019866666,39166.4690952301,0.45594600925079265,-0.37031754716565835
2014-04-15,4.612500190734863,-17453.700721740723,37226.65913391113,19772.95841217041,-0.0061812115439631166,0.0,3.7899999618530273,16262.88983631134,3350.919508934021,19613.80934524536,0.017813712360505107,0.0,-0.7238755284508427,39386.76775741577,0.45594600925079265,-0.37031754716565835
2014-04-16,4.622499942779541,-17491.539783477783,37226.65913391113,19735.11935043335,-0.001913677303532424,0.0,3.759999990463257,16134.159959077835,3350.919508934021,19485.079468011856,-0.006563226702553382,0.0,-0.8095721458028841,39220.198818445206,0.45594600925079265,-0.37031754716565835
2014-04-17,4.639999866485596,-17557.759494781494,37226.65913391113,19668.89963912964,-0.0033554249218288312,0.0,3.690000057220459,15833.79024553299,3350.919508934021,19184.70975446701,-0.015415370208674561,0.0,-1.0019010191008089,38853.60939359665,0.45594600925079265,-0.37031754716565835
2014-04-21,4.677499771118164,0.0,19527.0,19527.0,-0.0072144167560518335,1.0,4.119999885559082,0.0,21029.839017868042,21029.839017868042,0.09617707471291848,-1.0,-0.010124769897401948,40556.83901786804,0.45594600925079265,-0.37031754716565835
2014-04-22,4.71750020980835,0.0,19527.0,19527.0,0.0,0.0,4.300000190734863,0.0,21029.839017868042,21029.839017868042,0.0,0.0,0.3732479028570114,40556.83901786804,0.45594600925079265,-0.37031754716565835
2014-04-23,4.772500038146973,0.0,19527.0,19527.0,0.0,0.0,4.25,0.0,21029.839017868042,21029.839017868042,0.0,0.0,0.18027565031154094,40556.83901786804,0.45594600925079265,-0.37031754716565835
2014-04-24,4.815000057220459,0.0,19527.0,19527.0,0.0,0.0,4.28000020980835,0.0,21029.839017868042,21029.839017868042,0.0,0.0,0.19729812631539997,40556.83901786804,0.45594600925079265,-0.37031754716565835
2014-04-25,4.682499885559082,0.0,19527.0,19527.0,0.0,0.0,4.050000190734863,0.0,21029.839017868042,21029.839017868042,0.0,0.0,-0.1861021208684736,40556.83901786804,0.45594600925079265,-0.37031754716565835
2014-04-28,4.662499904632568,-17642.89963912964,37169.89963912964,19527.0,0.0,-1.0,3.9600000381469727,16992.36016368866,4037.4788541793823,21029.839017868042,0.0,1.0,-0.37778876911996995,40556.83901786804,0.45594600925079265,-0.37031754716565835
2014-04-29,4.672500133514404,0.0,19489.159133911133,19489.159133911133,-0.0019378740251378979,1.0,4.03000020980835,0.0,21330.20975446701,21330.20975446701,0.014283073510156674,-1.0,-0.22143214671763214,40819.36888837814,0.45594600925079265,-0.37031754716565835
2014-04-30,4.617499828338623,0.0,19489.159133911133,19489.159133911133,0.0,0.0,4.090000152587891,0.0,21330.20975446701,21330.20975446701,0.0,0.0,-0.0042545188839010085,40819.36888837814,0.45594600925079265,-0.37031754716565835
2014-05-01,4.642499923706055,0.0,19489.159133911133,19489.159133911133,0.0,0.0,4.199999809265137,0.0,21330.20975446701,21330.20975446701,0.0,0.0,0.229301004857012,40819.36888837814,0.45594600925079265,-0.37031754716565835
2014-05-02,4.607500076293945,0.0,19489.159133911133,19489.159133911133,0.0,0.0,4.119999885559082,0.0,21330.20975446701,21330.20975446701,0.0,0.0,0.08144152136758394,40819.36888837814,0.45594600925079265,-0.37031754716565835
2014-05-05,4.65749979019165,0.0,19489.159133911133,19489.159133911133,0.0,0.0,4.090000152587891,0.0,21330.20975446701,21330.20975446701,0.0,0.0,-0.05657829210634325,40819.36888837814,0.45594600925079265,-0.37031754716565835
2014-05-06,4.5625,0.0,19489.159133911133,19489.159133911133,0.0,0.0,4.010000228881836,0.0,21330.20975446701,21330.20975446701,0.0,0.0,-0.12595211576210685,40819.36888837814,0.45594600925079265,-0.37031754716565835
2014-05-07,4.567500114440918,0.0,19489.159133911133,19489.159133911133,0.0,0.0,3.9700000286102295,0.0,21330.20975446701,21330.20975446701,0.0,0.0,-0.22931463501357366,40819.36888837814,0.45594600925079265,-0.37031754716565835
2014-05-08,4.625,-17501.0,36990.15913391113,19489.159133911133,0.0,-1.0,3.930000066757202,16863.630286455154,4466.579468011856,21330.20975446701,0.0,1.0,-0.40135129561322286,40819.36888837814,0.45594600925079265,-0.37031754716565835
2014-05-09,4.512499809265137,-17075.299278259277,36990.15913391113,19914.859855651855,0.021842949652969068,0.0,3.869999885559082,16606.16950893402,4466.579468011856,21072.748976945877,-0.01207024124398104,0.0,-0.3994228425242388,40987.60883259773,0.45594600925079265,-0.37031754716565835
2014-05-12,4.644999980926514,0.0,19413.479206085205,19413.479206085205,-0.02517620777654417,1.0,3.9700000286102295,0.0,21501.84959077835,21501.84959077835,0.020362820925827974,-1.0,-0.33069186766348296,40915.328796863556,0.45594600925079265,-0.37031754716565835
2014-05-13,4.570000171661377,0.0,19413.479206085205,19413.479206085205,0.0,0.0,4.03000020980835,0.0,21501.84959077835,21501.84959077835,0.0,0.0,-0.08735239986655244,40915.328796863556,0.45594600925079265,-0.37031754716565835
2014-05-14,4.525000095367432,0.0,19413.479206085205,19413.479206085205,0.0,0.0,3.9800000190734863,0.0,21501.84959077835,21501.84959077835,0.0,0.0,-0.14951521935591625,40915.328796863556,0.45594600925079265,-0.37031754716565835
2014-05-15,4.5,0.0,19413.479206085205,19413.479206085205,0.0,0.0,3.9600000381469727,0.0,21501.84959077835,21501.84959077835,0.0,0.0,-0.1652233624352258,40915.328796863556,0.45594600925079265,-0.37031754716565835
