,CAGR,portfolio return,benchmark return,sharpe ratio,maximum drawdown,calmar ratio,omega ratio,sortino ratio,numbers of longs,numbers of shorts,numbers of trades,total length of trades,average length of trades,profit per trade
0,0.00011767001963614021,0.08904998779296869,0.3051803445313337,-0.050257873699129395,-0.05497343264820109,-0.0021404888501171436,1.3386949286739336,-0.05264280423014257,61,32,93,220,2.3655913978494625,9.575267504620296
